"id","area","path","line","kind","qualifiedName","signature","classification","entryAnchor","status","sourceFingerprint","rationale","reviewedAt"
"java:src/java/billiards/viewer/ProgressMultiTask.java:ProgressMultiTask#resetProgress()","java","src/java/billiards/viewer/ProgressMultiTask.java","98","method","ProgressMultiTask#resetProgress","()","deep","section-14-74","reviewed","bb064251daeda13f377c8b70fff183bc476b3ae4fd830f25c45b080fdda371e3","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressMultiTask.java:ProgressMultiTask#close()","java","src/java/billiards/viewer/ProgressMultiTask.java","103","method","ProgressMultiTask#close","()","deep","section-14-74","reviewed","bb064251daeda13f377c8b70fff183bc476b3ae4fd830f25c45b080fdda371e3","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressMultiTask.java:ProgressMultiTask#show()","java","src/java/billiards/viewer/ProgressMultiTask.java","107","method","ProgressMultiTask#show","()","deep","section-14-74","reviewed","bb064251daeda13f377c8b70fff183bc476b3ae4fd830f25c45b080fdda371e3","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressMultiTask.java:ProgressMultiTask#isCancelled()","java","src/java/billiards/viewer/ProgressMultiTask.java","112","method","ProgressMultiTask#isCancelled","()","deep","section-14-74","reviewed","bb064251daeda13f377c8b70fff183bc476b3ae4fd830f25c45b080fdda371e3","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressMultiTask.java:ProgressMultiTask#requestCancel(final Task<?> task)","java","src/java/billiards/viewer/ProgressMultiTask.java","116","method","ProgressMultiTask#requestCancel","(final Task<?> task)","deep","section-14-74","reviewed","bb064251daeda13f377c8b70fff183bc476b3ae4fd830f25c45b080fdda371e3","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus","java","src/java/billiards/viewer/ProgressWithStatus.java","19","class","ProgressWithStatus","","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#root","java","src/java/billiards/viewer/ProgressWithStatus.java","20","field","ProgressWithStatus#root","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#leftPane","java","src/java/billiards/viewer/ProgressWithStatus.java","21","field","ProgressWithStatus#leftPane","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#cancelButton","java","src/java/billiards/viewer/ProgressWithStatus.java","22","field","ProgressWithStatus#cancelButton","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#progressBar","java","src/java/billiards/viewer/ProgressWithStatus.java","23","field","ProgressWithStatus#progressBar","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#progressText","java","src/java/billiards/viewer/ProgressWithStatus.java","24","field","ProgressWithStatus#progressText","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#scene","java","src/java/billiards/viewer/ProgressWithStatus.java","25","field","ProgressWithStatus#scene","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#stage","java","src/java/billiards/viewer/ProgressWithStatus.java","26","field","ProgressWithStatus#stage","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#task","java","src/java/billiards/viewer/ProgressWithStatus.java","28","field","ProgressWithStatus#task","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#progressProperty","java","src/java/billiards/viewer/ProgressWithStatus.java","29","field","ProgressWithStatus#progressProperty","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#offset","java","src/java/billiards/viewer/ProgressWithStatus.java","30","field","ProgressWithStatus#offset","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#formatString","java","src/java/billiards/viewer/ProgressWithStatus.java","31","field","ProgressWithStatus#formatString","","grouped-trivial","progress-with-status-ui-state","grouped-trivial","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Grouped with the documented task/dialog state because the field is a direct component of the source-defined cancellation, publication, progress, or display protocol.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#ProgressWithStatus(final Task<?> task, String formatString, long offset)","java","src/java/billiards/viewer/ProgressWithStatus.java","34","method","ProgressWithStatus#ProgressWithStatus","(final Task<?> task, String formatString, long offset)","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#syncProgress()","java","src/java/billiards/viewer/ProgressWithStatus.java","76","method","ProgressWithStatus#syncProgress","()","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#close()","java","src/java/billiards/viewer/ProgressWithStatus.java","88","method","ProgressWithStatus#close","()","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#show()","java","src/java/billiards/viewer/ProgressWithStatus.java","92","method","ProgressWithStatus#show","()","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/ProgressWithStatus.java:ProgressWithStatus#requestCancel(final Task<?> task)","java","src/java/billiards/viewer/ProgressWithStatus.java","97","method","ProgressWithStatus#requestCancel","(final Task<?> task)","deep","section-14-74","reviewed","f97d5c372e109cef5bdaf045873cbf3a7532edc9e9d01e4fa927e824b82d7407","Source-order handbook entry satisfies the completion contract; it traces cancellation, concurrency, progress ownership, task lifecycle, callers, and failure modes.","2026-07-17"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage","java","src/java/billiards/viewer/QueryStage.java","24","class","QueryStage","","deep","query-stage","reviewed","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Section 14.116 distinguishes the live disabled exception from the block-commented historical search matrix and derives the intended sum/parity/type/LR grammar, publication path, and validator.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#leftRightLabel","java","src/java/billiards/viewer/QueryStage.java","25","field","QueryStage#leftRightLabel","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#leftRightTextField","java","src/java/billiards/viewer/QueryStage.java","26","field","QueryStage#leftRightTextField","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#leftRightHBox","java","src/java/billiards/viewer/QueryStage.java","27","field","QueryStage#leftRightHBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#codeSumLabel","java","src/java/billiards/viewer/QueryStage.java","29","field","QueryStage#codeSumLabel","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#codeSumTextField","java","src/java/billiards/viewer/QueryStage.java","30","field","QueryStage#codeSumTextField","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#codeSumHBox","java","src/java/billiards/viewer/QueryStage.java","31","field","QueryStage#codeSumHBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#evenOddLabel","java","src/java/billiards/viewer/QueryStage.java","33","field","QueryStage#evenOddLabel","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#evenOddTextField","java","src/java/billiards/viewer/QueryStage.java","34","field","QueryStage#evenOddTextField","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#evenOddHBox","java","src/java/billiards/viewer/QueryStage.java","35","field","QueryStage#evenOddHBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#osoCheckBox","java","src/java/billiards/viewer/QueryStage.java","37","field","QueryStage#osoCheckBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#osnoCheckBox","java","src/java/billiards/viewer/QueryStage.java","38","field","QueryStage#osnoCheckBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#onsCheckBox","java","src/java/billiards/viewer/QueryStage.java","39","field","QueryStage#onsCheckBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#csCheckBox","java","src/java/billiards/viewer/QueryStage.java","40","field","QueryStage#csCheckBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#cnsCheckBox","java","src/java/billiards/viewer/QueryStage.java","41","field","QueryStage#cnsCheckBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#stableCheckBoxes","java","src/java/billiards/viewer/QueryStage.java","43","field","QueryStage#stableCheckBoxes","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#unstableCheckBoxes","java","src/java/billiards/viewer/QueryStage.java","45","field","QueryStage#unstableCheckBoxes","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#codeTypeHBox","java","src/java/billiards/viewer/QueryStage.java","47","field","QueryStage#codeTypeHBox","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#queryButton","java","src/java/billiards/viewer/QueryStage.java","49","field","QueryStage#queryButton","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#root","java","src/java/billiards/viewer/QueryStage.java","50","field","QueryStage#root","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#scene","java","src/java/billiards/viewer/QueryStage.java","52","field","QueryStage#scene","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#stage","java","src/java/billiards/viewer/QueryStage.java","53","field","QueryStage#stage","","grouped-trivial","query-stage-controls","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as the visible query fields, stable/unstable type controls, command, layout, scene, and Viewer-owned stage.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#QueryStage(final String stageTitle, final ConnectionPool pool, final Viewer viewer)","java","src/java/billiards/viewer/QueryStage.java","55","method","QueryStage#QueryStage","(final String stageTitle, final ConnectionPool pool, final Viewer viewer)","deep","query-stage","reviewed","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Section 14.116 distinguishes the live disabled exception from the block-commented historical search matrix and derives the intended sum/parity/type/LR grammar, publication path, and validator.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#query(final ConnectionPool pool, final Viewer viewer)","java","src/java/billiards/viewer/QueryStage.java","95","method","QueryStage#query","(final ConnectionPool pool, final Viewer viewer)","deep","query-stage","reviewed","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Section 14.116 distinguishes the live disabled exception from the block-commented historical search matrix and derives the intended sum/parity/type/LR grammar, publication path, and validator.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#show()","java","src/java/billiards/viewer/QueryStage.java","301","method","QueryStage#show","()","grouped-trivial","query-stage-stage-accessors","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as direct QueryStage show/close accessors covered by Viewer shutdown ownership.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#close()","java","src/java/billiards/viewer/QueryStage.java","305","method","QueryStage#close","()","grouped-trivial","query-stage-stage-accessors","grouped-trivial","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Grouped in Section 14.116 as direct QueryStage show/close accessors covered by Viewer shutdown ownership.","2026-07-18"
"java:src/java/billiards/viewer/QueryStage.java:QueryStage#verifyEvenOdd(final String evenOdd)","java","src/java/billiards/viewer/QueryStage.java","309","method","QueryStage#verifyEvenOdd","(final String evenOdd)","deep","query-stage","reviewed","c7cdc6fe47d4fe4442b093809b9adae27cb809c86f6ae1ef4b6aeb96b54a9f27","Section 14.116 distinguishes the live disabled exception from the block-commented historical search matrix and derives the intended sum/parity/type/LR grammar, publication path, and validator.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window","java","src/java/billiards/viewer/SaveV3Window.java","23","class","SaveV3Window","","deep","save-v3-window","reviewed","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Section 14.117 reconstructs producer-list semantics, path/count state, exact create/append/truncate branches, resource and JavaFX-thread behavior, repair shape, and filesystem tests.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#browseBtn","java","src/java/billiards/viewer/SaveV3Window.java","27","field","SaveV3Window#browseBtn","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#saveMBtn","java","src/java/billiards/viewer/SaveV3Window.java","28","field","SaveV3Window#saveMBtn","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#saveLBtn","java","src/java/billiards/viewer/SaveV3Window.java","29","field","SaveV3Window#saveLBtn","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#clearBtn","java","src/java/billiards/viewer/SaveV3Window.java","30","field","SaveV3Window#clearBtn","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#countField","java","src/java/billiards/viewer/SaveV3Window.java","31","field","SaveV3Window#countField","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#saveToField","java","src/java/billiards/viewer/SaveV3Window.java","32","field","SaveV3Window#saveToField","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#root","java","src/java/billiards/viewer/SaveV3Window.java","33","field","SaveV3Window#root","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#labelVBox","java","src/java/billiards/viewer/SaveV3Window.java","34","field","SaveV3Window#labelVBox","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#saveHBox","java","src/java/billiards/viewer/SaveV3Window.java","35","field","SaveV3Window#saveHBox","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#btnVBox","java","src/java/billiards/viewer/SaveV3Window.java","36","field","SaveV3Window#btnVBox","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#fieldVBox","java","src/java/billiards/viewer/SaveV3Window.java","37","field","SaveV3Window#fieldVBox","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#upperBtnHBox","java","src/java/billiards/viewer/SaveV3Window.java","38","field","SaveV3Window#upperBtnHBox","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#stage","java","src/java/billiards/viewer/SaveV3Window.java","39","field","SaveV3Window#stage","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#scene","java","src/java/billiards/viewer/SaveV3Window.java","40","field","SaveV3Window#scene","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
"java:src/java/billiards/viewer/SaveV3Window.java:SaveV3Window#saveToLabel","java","src/java/billiards/viewer/SaveV3Window.java","41","field","SaveV3Window#saveToLabel","","grouped-trivial","save-v3-window-controls","grouped-trivial","2252392ebef39b9f92d753c6d4a280da48a502e5753f62a623359c3ca138df87","Grouped in Section 14.117 as the JavaFX controls/layout plus the three interacting destination/count state representations; their nontrivial synchronization defects are explained explicitly.","2026-07-18"
